CodigoCL,TIPO_SENAL,FASE,ACCION,n
CL21170,SP-46B,IMPLEMENTACION,INSTALACION,1
CL21171,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,2
CL21171,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL21172,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL21174,SP-46B,IMPLEMENTACION,INSTALACION,1
CL21199,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL2122,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL2123,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL21266,SP-46,IMPLEMENTACION,INSTALACION,1
CL21266,SP-46B,IMPLEMENTACION,INSTALACION,1
CL21298,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL2130,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL2137,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL2138,SP-46B,IMPLEMENTACION,INSTALACION,1
CL2140,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,2
CL21406,SP-46/SR-30,IMPLEMENTACION,REEMPLAZAR,1
CL2141,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL2141,SP-46B,IMPLEMENTACION,INSTALACION,1
CL2150,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL2150,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL21648,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL2172,SP-46A,IMPLEMENTACION,INSTALACION,1
CL2173,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL2177,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL2177,SP-46B,IMPLEMENTACION,INSTALACION,2
CL2183,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL2185,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,2
CL2185,SP-46B,IMPLEMENTACION,INSTALACION,2
CL2186,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,2
CL21926,SP-46/SR-30,IMPLEMENTACION,INSTALACION,3
CL2196,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,2
CL2199,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL22042,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL22042,SP-46,PROGRAMACION,REEMPLAZAR,1
CL22042,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL22054,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL22054,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL22068,SP-46,IMPLEMENTACION,INSTALACION,1
CL2207,SP-46B,IMPLEMENTACION,INSTALACION,1
CL22078,SP-46,IMPLEMENTACION,INSTALACION,1
CL22078,SP-46,INVENTARIO,INVENTARIO,1
CL2210,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL22112,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL22112,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL22118,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL2212,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL22122,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL2213,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,2
CL2215,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL2216,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,2
CL2216,SP-46B,IMPLEMENTACION,INSTALACION,2
CL22161,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL2219,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL2220,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,2
CL2220,SP-46B,IMPLEMENTACION,INSTALACION,4
CL2222,SP-46A,IMPLEMENTACION,INSTALACION,1
CL2222,SP-46B,IMPLEMENTACION,INSTALACION,1
CL2226,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL2226,SP-46B,IMPLEMENTACION,INSTALACION,2
CL22262,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL2227,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,2
CL2227,SP-46B,IMPLEMENTACION,INSTALACION,2
CL22295,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL22295,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL2234,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,2
CL2234,SP-46B,IMPLEMENTACION,INSTALACION,2
CL2235,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,2
CL2235,SP-46B,IMPLEMENTACION,INSTALACION,3
CL2237,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL2240,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,2
CL22483,SP-46,INVENTARIO,INVENTARIO,1
CL22523,SI-24/SR-30,INVENTARIO,INVENTARIO,1
CL2257,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,2
CL2257,SP-46B,IMPLEMENTACION,INSTALACION,1
CL2264,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL22642,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL22643,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL2266,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL22688,SP-46/SR-30,IMPLEMENTACION,REEMPLAZAR,1
CL22689,SP-46/SR-30,IMPLEMENTACION,REEMPLAZAR,1
CL22691,SP-46/SR-30,IMPLEMENTACION,REEMPLAZAR,1
CL22697,SP-46A,IMPLEMENTACION,INSTALACION,3
CL22697,SP-46B,IMPLEMENTACION,INSTALACION,4
CL22815,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL22866,SI-24,IMPLEMENTACION,INSTALACION,1
CL22912,SP-46,PROGRAMACION,RETIRAR,1
CL23004,SI-24/SR-30,INVENTARIO,INVENTARIO,2
CL23004,SI-24/SR-30,PROGRAMACION,REEMPLAZAR,2
CL2309,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,2
CL23147,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL23181,SI-24/SR-30,PROGRAMACION,MANTENIMIENTO,2
CL23230,SI-24/SR-30,INVENTARIO,INVENTARIO,3
CL23231,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL23231,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL2324,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,2
CL23241,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL2325,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL23251,SI-24/SR-30,IMPLEMENTACION,INSTALACION,1
CL23251,SI-24/SR-30,INVENTARIO,INVENTARIO,4
CL23251,SI-24/SR-30,PROGRAMACION,REEMPLAZAR,1
CL23279,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL2333,SP-46,IMPLEMENTACION,REUBICAR,1
CL2333,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL2333,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL23341,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL23344,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL2341,SP-46B,IMPLEMENTACION,INSTALACION,2
CL23430,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL23511,SI-24/SR-30,INVENTARIO,INVENTARIO,5
CL23511,SI-24/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL23544,SI-24/SR-30,INVENTARIO,INVENTARIO,2
CL23562,SI-24/SR-30,INVENTARIO,INVENTARIO,1
CL23562,SI-24/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL23663,SP-46,IMPLEMENTACION,INSTALACION,1
CL23663,SP-46,INVENTARIO,INVENTARIO,1
CL23690,SP-46,PROGRAMACION,REEMPLAZAR,1
CL23714,SP-46,IMPLEMENTACION,INSTALACION,1
CL23714,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL23714,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL23731,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL23739,SP-46,INVENTARIO,INVENTARIO,1
CL23739,SP-46,PROGRAMACION,REEMPLAZAR,2
CL23752,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL23754,SP-46,INVENTARIO,INVENTARIO,1
CL23787,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL23802,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL23805,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL23806,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL2384,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,3
CL2384,SP-46B,IMPLEMENTACION,INSTALACION,2
CL23857,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL23862,SP-46,IMPLEMENTACION,INSTALACION,1
CL239,SP-46,IMPLEMENTACION,INSTALACION,1
CL23911,SP-46,IMPLEMENTACION,INSTALACION,1
CL23917,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL23917,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL23928,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL23928,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL23928,SP-46B,IMPLEMENTACION,INSTALACION,1
CL23933,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL23941,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,2
CL23946,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL23963,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL23966,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL23966,SP-46B,IMPLEMENTACION,INSTALACION,1
CL23970,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL23970,SP-46B,IMPLEMENTACION,INSTALACION,1
CL23987,SI-24/SR-30,PROGRAMACION,MANTENIMIENTO,2
CL2399,SP-46,INVENTARIO,INVENTARIO,1
CL24013,SP-46,INVENTARIO,INVENTARIO,1
CL24023,SP-46A,IMPLEMENTACION,INSTALACION,1
CL24023,SP-46B,IMPLEMENTACION,INSTALACION,1
CL24029,SP-46A,IMPLEMENTACION,INSTALACION,1
CL24041,SI-24/SR-30,PROGRAMACION,MANTENIMIENTO,3
CL24041,SI-24/SR-30,PROGRAMACION,REEMPLAZAR,3
CL24053,SP-46,INVENTARIO,INVENTARIO,1
CL2413,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL2413,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,2
CL24155,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL24177,SP-46,PROGRAMACION,RETIRAR,1
CL24177,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL24177,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL24185,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL24197,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL24239,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL24240,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL2425,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,3
CL2425,SP-46B,IMPLEMENTACION,INSTALACION,2
CL24250,SP-46A,IMPLEMENTACION,INSTALACION,1
CL24251,SP-46A,IMPLEMENTACION,INSTALACION,2
CL24257,SP-46,IMPLEMENTACION,INSTALACION,1
CL24264,SP-46/SR-30,IMPLEMENTACION,REEMPLAZAR,1
CL24334,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL24357,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL24380,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL24392,SP-46,PROGRAMACION,REEMPLAZAR,1
CL2441,SP-46,INVENTARIO,INVENTARIO,1
CL24451,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL24456,SP-46,INVENTARIO,INVENTARIO,1
CL24456,SP-46,PROGRAMACION,MANTENIMIENTO,2
CL24465,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL24483,SP-46,PROGRAMACION,REEMPLAZAR,1
CL24531,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL24537,SP-46,PROGRAMACION,MANTENIMIENTO,2
CL24554,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL24556,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL24559,SP-46/SR-30,IMPLEMENTACION,REEMPLAZAR,1
CL24585,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL24589,SP-46,INVENTARIO,INVENTARIO,2
CL24589,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL24589,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL24600,SP-46,PROGRAMACION,REEMPLAZAR,1
CL24600,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL24624,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL24640,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL2468,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL2473,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL24771,SP-46,PROGRAMACION,REEMPLAZAR,1
CL24789,SI-24/SR-30,PROGRAMACION,REEMPLAZAR,1
CL24791,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL2480,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL2481,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,2
CL2481,SP-46B,IMPLEMENTACION,INSTALACION,2
CL2487,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL2487,SP-46B,IMPLEMENTACION,INSTALACION,1
CL24870,SP-46,PROGRAMACION,REEMPLAZAR,2
CL24880,SP-46,INVENTARIO,INVENTARIO,1
CL24880,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL24883,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL249,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL2494,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL2494,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL2502,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL2507,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL2507,SP-46B,IMPLEMENTACION,INSTALACION,2
CL2510,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL2511,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL2511,SP-46B,IMPLEMENTACION,INSTALACION,1
CL2520,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,3
CL2520,SP-46B,IMPLEMENTACION,INSTALACION,2
CL2522,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL2524,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL2524,SP-46B,IMPLEMENTACION,INSTALACION,1
CL2528,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL25302,SP-46,IMPLEMENTACION,INSTALACION,1
CL25318,SP-46,IMPLEMENTACION,INSTALACION,1
CL25318,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL25351,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL25363,SP-46,INVENTARIO,INVENTARIO,1
CL25363,SP-46,PROGRAMACION,RETIRAR,1
CL2542,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL2545,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL2554,SP-46,INVENTARIO,INVENTARIO,1
CL2555,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL25568,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL25588,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL2559,SP-46B,IMPLEMENTACION,INSTALACION,1
CL2568,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL25729,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL25799,SP-46,INVENTARIO,INVENTARIO,1
CL2580,SP-46,INVENTARIO,INVENTARIO,1
CL2580,SP-46,PROGRAMACION,REEMPLAZAR,1
CL2580,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL2581,SP-46,INVENTARIO,INVENTARIO,2
CL2582,SP-46,INVENTARIO,INVENTARIO,1
CL2582,SP-46/SR-30,IMPLEMENTACION,REUBICAR,1
CL2587,SP-46,INVENTARIO,INVENTARIO,2
CL26052,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL26091,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL2619,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL2622,SP-46,PROGRAMACION,RETIRAR,2
CL2622,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,2
CL2628,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL26288,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL2630,SP-46,INVENTARIO,INVENTARIO,1
CL26323,SP-46,INVENTARIO,INVENTARIO,1
CL26369,SP-46,PROGRAMACION,RETIRAR,1
CL26398,SP-46,INVENTARIO,INVENTARIO,1
CL2642,SP-46,PROGRAMACION,REEMPLAZAR,2
CL2642,SP-46/SR-30,IMPLEMENTACION,REEMPLAZAR,1
CL26423,SP-46,INVENTARIO,INVENTARIO,1
CL26454,SP-46,INVENTARIO,INVENTARIO,1
CL26469,SP-46,INVENTARIO,INVENTARIO,1
CL26470,SP-46,INVENTARIO,INVENTARIO,1
CL26595,SP-46,INVENTARIO,INVENTARIO,1
CL2660,SP-46,INVENTARIO,INVENTARIO,1
CL2662,SP-46,PROGRAMACION,REEMPLAZAR,1
CL2662,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL2668,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL26685,SP-46,INVENTARIO,INVENTARIO,1
CL26708,SP-46,INVENTARIO,INVENTARIO,1
CL26752,SP-46,INVENTARIO,INVENTARIO,1
CL26808,SP-46,INVENTARIO,INVENTARIO,1
CL2683,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL26924,SP-46,IMPLEMENTACION,INSTALACION,1
CL2694,SP-46/SR-30,PROGRAMACION,RETIRAR,2
CL2695,SP-46,PROGRAMACION,REEMPLAZAR,1
CL2695,SP-46,PROGRAMACION,RETIRAR,3
CL2695,SP-46/SR-30,PROGRAMACION,RETIRAR,2
CL26956,SP-46,PROGRAMACION,REEMPLAZAR,1
CL26972,SP-46,IMPLEMENTACION,INSTALACION,1
CL2703,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL2703,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL2731,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL2731,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL27336,SP-46,PROGRAMACION,RETIRAR,1
CL27396,SP-46,IMPLEMENTACION,INSTALACION,1
CL27443,SP-46,IMPLEMENTACION,INSTALACION,1
CL2762,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL27666,SP-46,INVENTARIO,INVENTARIO,1
CL2767,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL2767,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL27675,SP-46A,IMPLEMENTACION,INSTALACION,1
CL2770,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL27700,SP-46,IMPLEMENTACION,INSTALACION,1
CL27726,SP-46,IMPLEMENTACION,INSTALACION,1
CL27767,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL27776,SP-46A,IMPLEMENTACION,INSTALACION,1
CL27836,SP-46,INVENTARIO,INVENTARIO,1
CL2785,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL2785,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL27868,SP-46/SR-30,PROGRAMACION,REUBICAR,1
CL27951,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL2800,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL2802,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL28068,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL282,SP-46,IMPLEMENTACION,INSTALACION,1
CL282,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL2821,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL28231,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL28310,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL28375,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL2841,SP-46,IMPLEMENTACION,INSTALACION,1
CL2841,SP-46,INVENTARIO,INVENTARIO,1
CL2849,SP-46,IMPLEMENTACION,REUBICAR,1
CL2849,SP-46,PROGRAMACION,RETIRAR,1
CL2849,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL2849,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL28505,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL28517,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL28557,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL28570,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL28603,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL2869,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL28708,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL2871,SP-46,PROGRAMACION,RETIRAR,1
CL2875,SP-46,IMPLEMENTACION,INSTALACION,2
CL2875,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL2875,SP-46B,IMPLEMENTACION,INSTALACION,1
CL2875,SP-46B,IMPLEMENTACION,REEMPLAZAR,1
CL2876,SP-46,INVENTARIO,INVENTARIO,1
CL2876,SP-46,PROGRAMACION,RETIRAR,1
CL288,SP-46,PROGRAMACION,REEMPLAZAR,1
CL28853,SP-46A,IMPLEMENTACION,REEMPLAZAR,1
CL28963,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL28972,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL28981,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL28988,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL28997,SP-46A/SR-30,IMPLEMENTACION,REEMPLAZAR,1
CL28999,SP-46,IMPLEMENTACION,REUBICAR,1
CL29000,SP-46A,IMPLEMENTACION,INSTALACION,1
CL29006,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL29006,SP-46/SR-30,IMPLEMENTACION,REEMPLAZAR,1
CL29012,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL29019,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL29027,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL29045,SP-46/SR-30,IMPLEMENTACION,REEMPLAZAR,1
CL29045,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL2905,SP-46,INVENTARIO,INVENTARIO,1
CL2906,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL2907,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL29099,SP-46,IMPLEMENTACION,REEMPLAZAR,1
CL29113,SP-46,PROGRAMACION,REEMPLAZAR,1
CL29113,SP-46,PROGRAMACION,RETIRAR,1
CL2914,SP-46,IMPLEMENTACION,INSTALACION,1
CL2914,SP-46,PROGRAMACION,RETIRAR,1
CL29161,SP-46,IMPLEMENTACION,INSTALACION,2
CL29167,SP-46,IMPLEMENTACION,INSTALACION,1
CL2917,SP-46,IMPLEMENTACION,INSTALACION,2
CL29187,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL29226,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL29238,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL29315,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL29388,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL29433,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL29469,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL29472,SP-46,IMPLEMENTACION,INSTALACION,1
CL29498,SP-46A/SP-24,IMPLEMENTACION,INSTALACION,1
CL29501,SP-46,IMPLEMENTACION,INSTALACION,1
CL29501,SP-46,IMPLEMENTACION,REEMPLAZAR,1
CL29526,SP-46A,IMPLEMENTACION,INSTALACION,1
CL29592,SP-46,PROGRAMACION,REEMPLAZAR,1
CL29592,SP-46B,IMPLEMENTACION,INSTALACION,1
CL29621,SP-46,IMPLEMENTACION,INSTALACION,1
CL29644,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL29668,SP-46,INVENTARIO,INVENTARIO,1
CL29668,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL29682,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL29682,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL29721,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL29765,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL29783,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL29783,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL2983,SP-46,IMPLEMENTACION,INSTALACION,1
CL29840,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL2986,SP-46,IMPLEMENTACION,INSTALACION,1
CL2987,SP-46/SR-30,IMPLEMENTACION,REEMPLAZAR,1
CL29873,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL2988,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL29917,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL2992,SP-46,IMPLEMENTACION,INSTALACION,1
CL2996,SP-46,IMPLEMENTACION,INSTALACION,1
CL2998,SP-46,IMPLEMENTACION,INSTALACION,1
CL3002,SP-46,IMPLEMENTACION,INSTALACION,1
CL3005,SP-46,IMPLEMENTACION,INSTALACION,1
CL301,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL30112,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL3013,SP-46,IMPLEMENTACION,INSTALACION,1
CL3016,SP-46,IMPLEMENTACION,INSTALACION,1
CL30214,SP-46,IMPLEMENTACION,REUBICAR,1
CL3022,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL30231,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL3031,SP-46,IMPLEMENTACION,INSTALACION,1
CL30326,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL30350,SP-46,INVENTARIO,INVENTARIO,1
CL30350,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL304,SP-46B,IMPLEMENTACION,INSTALACION,1
CL3043,SP-46,PROGRAMACION,RETIRAR,1
CL3045,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL30467,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL3049,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL3050,SP-46A,IMPLEMENTACION,INSTALACION,1
CL30520,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL30533,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL30533,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL30574,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL30585,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL30600,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL3064,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL30648,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL30649,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL3069,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,2
CL3069,SP-46B,IMPLEMENTACION,INSTALACION,2
